description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,neg_log10_p,gene_ratio
"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",20972,16328,16,"[['IEA'], ['ISS', 'IEA'], [], ['IEA'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IEA'], [], ['IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA']]",signaling,GO:0023052,0.00014571233884719,['GO:0050789'],0.9411764705882353,query_1,17,0.002439768222018908,True,GO:BP,6558,6205,19,3.8365036708356683,0.9411764705882353
"""An intracellular signaling cassette that starts with phosphatidylinositol 3-kinase (PI3K) activation, production of phosphatidylinositol 3-phosphate (PI3P), activation of PDK1, which recruits and ending with the activation of protein kinase B (PKB, also known as Akt). PI3K is activated by cell surface receptors. Note that PTEN is an inhibitor of the pathway."" [PMID:20517722, PMID:22952397]",20972,20180,6,"[[], [], [], [], [], [], [], [], [], [], ['IGI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'TAS', 'IEA'], [], ['IDA'], [], ['IMP'], ['TAS']]",phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0043491,0.00014607129222366826,['GO:0141124'],0.35294117647058826,query_1,17,0.0196078431372549,True,GO:BP,306,10057,19,3.835435128719477,0.35294117647058826
"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,10894,6,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IMP']]",cell activation involved in immune response,GO:0002263,0.00015180497846416187,"['GO:0001775', 'GO:0002252', 'GO:0006955']",0.35294117647058826,query_1,17,0.01948051948051948,True,GO:BP,308,771,19,3.818713985462541,0.35294117647058826
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]",20972,17476,6,"[[], [], [], [], [], [], [], [], [], [], ['IDA', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",response to insulin,GO:0032868,0.00015180497846416187,['GO:0043434'],0.35294117647058826,query_1,17,0.01948051948051948,True,GO:BP,308,7353,19,3.818713985462541,0.35294117647058826
"""The series of molecular signals initiated a ligand binding to an alpha-type platelet-derived growth factor receptor (PDGFalpha) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:yaf, PMID:10372961]",20972,18776,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",platelet-derived growth factor receptor-alpha signaling pathway,GO:0035790,0.00015546901751710987,['GO:0048008'],0.23529411764705882,query_1,17,0.07142857142857142,True,GO:BP,56,8653,19,3.808356145942614,0.23529411764705882
"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",20972,12707,16,"[['IEA'], ['ISS', 'IEA'], [], ['IEA'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IEA'], [], ['IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA']]",cell communication,GO:0007154,0.00016021115268786485,['GO:0009987'],0.9411764705882353,query_1,17,0.002424977265838133,True,GO:BP,6598,2584,19,3.795307254904662,0.9411764705882353
"""Binding to a carbohydrate derivative."" [GOC:pr]",20208,8334,11,"[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], [], [], [], ['IBA', 'IEA'], [], [], ['IEA'], [], ['IDA', 'IC', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",carbohydrate derivative binding,GO:0097367,0.00016278606982868152,['GO:0005488'],0.6111111111111112,query_1,18,0.004816112084063047,True,GO:MF,2284,8334,2,3.7883827619491472,0.6111111111111112
"""The series of molecular signals generated as a consequence of a brain-derived neurotrophic factor receptor binding to one of its physiological ligands."" [GOC:mah]",20972,16872,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",brain-derived neurotrophic factor receptor signaling pathway,GO:0031547,0.00016711951498207163,['GO:0007169'],0.23529411764705882,query_1,17,0.07017543859649122,True,GO:BP,57,6749,19,3.7769728334449066,0.23529411764705882
"""Binding to heterocyclic compound."" [GOC:TermGenie]",20208,9836,11,"[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], [], [], [], ['IBA', 'IEA'], [], [], ['IEA'], [], ['IDA', 'IC', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",heterocyclic compound binding,GO:1901363,0.0001827381445676077,['GO:0036094'],0.6111111111111112,query_1,18,0.004761904761904762,True,GO:MF,2310,9836,2,3.738170789012409,0.6111111111111112
"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]",20972,27439,6,"[['IEA'], ['ISS', 'IEA'], [], ['IEA'], [], [], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], [], [], [], [], [], ['IMP', 'NAS', 'IEA'], ['IDA'], [], [], [], []]",intrinsic apoptotic signaling pathway,GO:0097193,0.00018333463424098038,"['GO:0035556', 'GO:0097190']",0.35294117647058826,query_1,17,0.018867924528301886,True,GO:BP,318,17316,19,3.7367554835435564,0.35294117647058826
"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",20972,16375,14,"[['IEA'], [], [], ['ISS', 'IEA'], [], ['IDA', 'IBA'], ['IMP', 'IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA']]",cell differentiation,GO:0030154,0.0001868918173886349,['GO:0048869'],0.8235294117647058,query_1,17,0.0031510240828269186,True,GO:BP,4443,6252,19,3.728409712750417,0.8235294117647058
"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",20972,22382,14,"[['IEA'], [], [], ['ISS', 'IEA'], [], ['IDA', 'IBA'], ['IMP', 'IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA']]",cellular developmental process,GO:0048869,0.00018745133056088058,"['GO:0009987', 'GO:0032502']",0.8235294117647058,query_1,17,0.0031503150315031502,True,GO:BP,4444,12259,19,3.7271114725366563,0.8235294117647058
"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",20972,19972,8,"[[], [], [], ['ISS', 'IEA'], [], [], ['IDA', 'IMP', 'IGI', 'IEA'], ['IEA'], [], [], ['IMP', 'NAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['ISS'], ['IBA'], [], ['IMP', 'IBA'], []]",negative regulation of apoptotic process,GO:0043066,0.000192044999626656,"['GO:0006915', 'GO:0042981', 'GO:0043069']",0.47058823529411764,query_1,17,0.009345794392523364,True,GO:BP,856,9849,19,3.7165969962979326,0.47058823529411764
"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus during an immune response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:9185563]",20972,10992,4,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",immunoglobulin production involved in immunoglobulin-mediated immune response,GO:0002381,0.00019236203510913303,"['GO:0002377', 'GO:0016064']",0.23529411764705882,query_1,17,0.06779661016949153,True,GO:BP,59,869,19,3.715880636921628,0.23529411764705882
"""The series of molecular signals initiated by collagen binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:15888913, PMID:16626936]",20972,19180,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",collagen-activated tyrosine kinase receptor signaling pathway,GO:0038063,0.00019236203510913303,"['GO:0007169', 'GO:0038065']",0.23529411764705882,query_1,17,0.06779661016949153,True,GO:BP,59,9057,19,3.715880636921628,0.23529411764705882
Signaling by Receptor Tyrosine Kinases,11056,41723,8,"[[], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",Signaling by Receptor Tyrosine Kinases,REAC:R-HSA-9006934,0.00019764447966887297,['REAC:R-HSA-162582'],0.4444444444444444,query_1,18,0.015503875968992248,True,REAC,516,2399,97,3.7041153112619543,0.4444444444444444
"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP."" [GOC:mah]",20208,3374,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA']]",transmembrane receptor protein kinase activity,GO:0019199,0.00020414547881425377,"['GO:0004672', 'GO:0004888']",0.2222222222222222,query_1,18,0.04938271604938271,True,GO:MF,81,3374,1,3.6900602339029436,0.2222222222222222
"""Binding to a double-stranded DNA region containing a single thymine insertion or a deletion that results in an unpaired thymine."" [GOC:mah, GOC:vk]",20208,4117,2,"[[], ['IDA'], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",single thymine insertion binding,GO:0032143,0.00021784009074001003,['GO:0032138'],0.1111111111111111,query_1,18,1.0,True,GO:MF,2,4117,4,3.6618621907652393,0.1111111111111111
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a macrophage colony-stimulating factor stimulus."" [GOC:yaf, PMID:14687666]",20972,18900,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",cellular response to macrophage colony-stimulating factor stimulus,GO:0036006,0.00022034651705264927,"['GO:0036005', 'GO:0071345']",0.23529411764705882,query_1,17,0.06557377049180328,True,GO:BP,61,8777,19,3.6568938098546293,0.23529411764705882
"""The series of molecular signals initiated by a ligand binding to a hepatocyte growth factor receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]",20972,21747,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",hepatocyte growth factor receptor signaling pathway,GO:0048012,0.00022034651705264927,['GO:0007169'],0.23529411764705882,query_1,17,0.06557377049180328,True,GO:BP,61,11624,19,3.6568938098546293,0.23529411764705882
Human T-cell leukemia virus 1 infection,8716,39201,6,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], []]",Human T-cell leukemia virus 1 infection,KEGG:05166,0.00023133285654576487,['KEGG:00000'],0.3333333333333333,query_1,18,0.02727272727272727,True,KEGG,220,463,63,3.6357626793646207,0.3333333333333333
"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",20972,22823,6,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS'], [], [], [], [], [], ['TAS'], [], ['TAS'], [], [], [], [], []]",positive regulation of lymphocyte activation,GO:0051251,0.00023221901433441843,"['GO:0002696', 'GO:0046649', 'GO:0051249']",0.35294117647058826,query_1,17,0.01812688821752266,True,GO:BP,331,12700,19,3.6341022226576247,0.35294117647058826
"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",20972,10990,12,"[['IBA', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IEA'], [], [], [], ['TAS'], [], ['IDA', 'IMP', 'TAS'], ['IMP'], ['IEA'], [], [], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA']]",immune system process,GO:0002376,0.00023263782683579067,['GO:0008150'],0.7058823529411765,query_1,17,0.004119464469618949,True,GO:BP,2913,867,19,3.6333196677228465,0.7058823529411765
"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",20972,14100,15,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP'], [], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IEA'], ['IMP', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'ISS', 'IEA']]",regulation of gene expression,GO:0010468,0.00024362632540211437,"['GO:0010467', 'GO:0010556']",0.8823529411764706,query_1,17,0.0027031897639214274,True,GO:BP,5549,3977,19,3.613275785172388,0.8823529411764706
Thyroid hormone signaling pathway,8716,39128,5,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], [], []]",Thyroid hormone signaling pathway,KEGG:04919,0.00024369031395210787,['KEGG:00000'],0.2777777777777778,query_1,18,0.040983606557377046,True,KEGG,122,390,64,3.613161732533579,0.2777777777777778
Signaling by ERBB2,11056,41653,4,"[[], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], [], ['REAC'], [], ['REAC'], []]",Signaling by ERBB2,REAC:R-HSA-1227986,0.0002464877884218521,['REAC:R-HSA-9006934'],0.2222222222222222,query_1,18,0.08695652173913043,True,REAC,46,2329,97,3.6082045918122065,0.2222222222222222
"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, as known as immunoglobulin gene segments, within a single locus."" [GOC:add, ISBN:0781735149]",20972,15097,4,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",somatic recombination of immunoglobulin gene segments,GO:0016447,0.00025126212705508486,"['GO:0002562', 'GO:0016445']",0.23529411764705882,query_1,17,0.06349206349206349,True,GO:BP,63,4974,19,3.5998729680351156,0.23529411764705882
"""The series of molecular signals initiated by collagen binding to a cell surface receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:21568710]",20972,19181,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",collagen-activated signaling pathway,GO:0038065,0.00025126212705508486,['GO:0007166'],0.23529411764705882,query_1,17,0.06349206349206349,True,GO:BP,63,9058,19,3.5998729680351156,0.23529411764705882
"""The series of molecular signals initiated by the binding of a ligand to a beta-type platelet-derived growth factor receptor (PDGFbeta) on the surface of a signal-receiving cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, GOC:yaf, PMID:10372961]",20972,18777,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",platelet-derived growth factor receptor-beta signaling pathway,GO:0035791,0.00025126212705508486,['GO:0048008'],0.23529411764705882,query_1,17,0.06349206349206349,True,GO:BP,63,8654,19,3.5998729680351156,0.23529411764705882
Chemical carcinogenesis - reactive oxygen species,8716,39214,6,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], [], [], ['KEGG'], ['KEGG'], []]",Chemical carcinogenesis - reactive oxygen species,KEGG:05208,0.0002635466268289535,['KEGG:00000'],0.3333333333333333,query_1,18,0.02666666666666667,True,KEGG,225,476,65,3.5791425380107653,0.3333333333333333
Human cytomegalovirus infection,8716,39198,6,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], []]",Human cytomegalovirus infection,KEGG:05163,0.0002635466268289535,['KEGG:00000'],0.3333333333333333,query_1,18,0.02666666666666667,True,KEGG,225,460,66,3.5791425380107653,0.3333333333333333
Sphingolipid signaling pathway,8716,39005,5,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], [], []]",Sphingolipid signaling pathway,KEGG:04071,0.00026402636110620684,['KEGG:00000'],0.2777777777777778,query_1,18,0.04032258064516129,True,KEGG,124,267,67,3.578352709829337,0.2777777777777778
"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",20972,19454,7,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], [], [], [], ['TAS'], [], ['TAS'], [], ['IEA'], [], [], ['ISS', 'IEA']]",T cell activation,GO:0042110,0.0002714306090571775,['GO:0046649'],0.4117647058823529,query_1,17,0.012048192771084338,True,GO:BP,581,9331,19,3.5663411788020767,0.4117647058823529
